query_ID,subject_ID,p_id_matches,alignment_length,n_mismatches,n_gap_openings,soa_query,eoa_query,soa_subject,eoa_subject,e-val,bitscore,TIGRFAM,Model,subject_genome,subject_genus
CM_cdhit-1_transcript_21016,BCW-201290_01217,99.2,128,1,0,313,696,1,128,5.320000000000001e-85,257,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-201290,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-201902_05797,99.2,128,1,0,313,696,1,128,7.52e-85,256,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-201902,unassigned
CM_cdhit-1_transcript_21016,BCW-201859_01399,98.4,128,2,0,313,696,1,128,4.25e-84,254,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-201859,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-201868_03531,98.4,128,2,0,313,696,1,128,4.25e-84,254,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-201868,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-201875_01973,98.4,128,2,0,313,696,1,128,4.25e-84,254,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-201875,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-201947_01955,98.4,128,2,0,313,696,1,128,4.25e-84,254,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-201947,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-200010_00831,97.7,128,3,0,313,696,1,128,6.02e-84,254,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-200010,unassigned
CM_cdhit-1_transcript_21016,BCW-200042_00275,97.7,128,3,0,313,696,1,128,6.02e-84,254,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-200042,unassigned
CM_cdhit-1_transcript_21016,BCW-200046_02962,97.7,128,3,0,313,696,1,128,6.02e-84,254,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-200046,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-200058_04155,97.7,128,3,0,313,696,1,128,6.02e-84,254,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-200058,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-200211_01406,97.7,128,3,0,313,696,1,128,6.02e-84,254,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-200211,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-200073_02326,97.7,128,3,0,313,696,1,128,1.2e-83,253,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-200073,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-200432_03967,97.7,128,3,0,313,696,1,128,1.2e-83,253,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-200432,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-200436_02047,97.7,128,3,0,313,696,1,128,1.2e-83,253,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-200436,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-200458_02533,97.7,128,3,0,313,696,1,128,1.2e-83,253,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-200458,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-200460_03587,97.7,128,3,0,313,696,1,128,1.2e-83,253,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-200460,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-200599_00846,97.7,128,3,0,313,696,1,128,1.2e-83,253,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-200599,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-200621_03321,97.7,128,3,0,313,696,1,128,1.2e-83,253,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-200621,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-201292_05174,97.7,128,3,0,313,696,1,128,1.2e-83,253,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-201292,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-201293_01314,97.7,128,3,0,313,696,1,128,1.2e-83,253,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-201293,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-201862_04169,97.7,128,3,0,313,696,1,128,1.2e-83,253,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-201862,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-200222_03795,96.9,128,4,0,313,696,1,128,9.61e-83,251,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-200222,unassigned
CM_cdhit-1_transcript_21016,BCW-200471_03142,96.1,128,5,0,313,696,1,128,1.09e-81,248,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-200471,Pseudomonas
CM_cdhit-1_transcript_21016,BCW-200065_02624,95.3,128,6,0,313,696,1,128,3.07e-81,247,TIGR01994,"SUF_scaf_2: SUF system FeS assembly protein, NifU family",BCW-200065,Pseudomonas
CM_cdhit-1_transcript_22552,BCW-200061_01016,95.9,74,3,0,1,222,144,217,2.88e-29,114,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200061,Serratia
CM_cdhit-1_transcript_22552,BCW-200526_05136,95.9,74,3,0,1,222,144,217,2.88e-29,114,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200526,unassigned
CM_cdhit-1_transcript_22552,BCW-201051_03868,95.9,74,3,0,1,222,144,217,2.88e-29,114,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-201051,Serratia
CM_cdhit-1_transcript_22552,BCW-201054_01282,95.9,74,3,0,1,222,144,217,2.88e-29,114,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-201054,Serratia
CM_cdhit-1_transcript_22552,BCW-201079_01428,95.9,74,3,0,1,222,144,217,2.88e-29,114,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-201079,Serratia
CM_cdhit-1_transcript_22552,BCW-201653_02472,95.9,74,3,0,1,222,144,217,2.88e-29,114,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-201653,Serratia
CM_cdhit-1_transcript_22552,BCW-201662_02105,95.9,74,3,0,1,222,144,217,2.88e-29,114,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-201662,Serratia
CM_cdhit-1_transcript_22552,BCW-200012_04095,91.9,74,6,0,1,222,144,217,2.82e-28,111,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200012,Enterobacter
CM_cdhit-1_transcript_22552,BCW-201081_00856,91.9,74,6,0,1,222,144,217,3.9e-28,111,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-201081,Pantoea
CM_cdhit-1_transcript_22552,BCW-201827_02791,91.9,74,6,0,1,222,144,217,3.9e-28,111,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-201827,Pantoea
CM_cdhit-1_transcript_22552,BCW-201833_00742,91.9,74,6,0,1,222,144,217,3.9e-28,111,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-201833,Pantoea
CM_cdhit-1_transcript_22552,BCW-201864_02434,91.9,74,6,0,1,222,144,217,3.9e-28,111,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-201864,Pantoea
CM_cdhit-1_transcript_22552,BCW-201867_01791,91.9,74,6,0,1,222,144,217,3.9e-28,111,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-201867,Pantoea
CM_cdhit-1_transcript_22552,BCW-201909_02279,91.9,74,6,0,1,222,144,217,3.9e-28,111,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-201909,Pantoea
CM_cdhit-1_transcript_22552,BCW-201917_01976,91.9,74,6,0,1,222,144,217,3.9e-28,111,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-201917,Pantoea
CM_cdhit-1_transcript_22552,BCW-201997_01048,91.9,74,6,0,1,222,144,217,3.9e-28,111,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-201997,Pantoea
CM_cdhit-1_transcript_22552,BCW-202001_00815,91.9,74,6,0,1,222,144,217,3.9e-28,111,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-202001,Pantoea
CM_cdhit-1_transcript_22552,BCW-200115_02130,78.4,74,16,0,1,222,144,217,1.0300000000000001e-27,110,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200115,Morganella
CM_cdhit-1_transcript_22552,BCW-200060_03082,87.8,74,9,0,1,222,144,217,2.7400000000000002e-27,108,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200060,Metakosakonia
CM_cdhit-1_transcript_22552,BCW-200162_02826,87.8,74,9,0,1,222,144,217,2.7400000000000002e-27,108,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200162,Metakosakonia
CM_cdhit-1_transcript_22552,BCW-200168_01811,87.8,74,9,0,1,222,144,217,2.7400000000000002e-27,108,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200168,Metakosakonia
CM_cdhit-1_transcript_22552,BCW-200302_01557,87.8,74,9,0,1,222,144,217,2.7400000000000002e-27,108,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200302,Metakosakonia
CM_cdhit-1_transcript_22552,BCW-200307_03373,87.8,74,9,0,1,222,144,217,2.7400000000000002e-27,108,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200307,Metakosakonia
CM_cdhit-1_transcript_22552,BCW-200308_03966,87.8,74,9,0,1,222,144,217,2.7400000000000002e-27,108,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200308,Metakosakonia
CM_cdhit-1_transcript_22552,BCW-200508_03146,87.8,74,9,0,1,222,144,217,2.7400000000000002e-27,108,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200508,unassigned
CM_cdhit-1_transcript_26279,BCW-200166_04602,27.6,297,181,13,885,37,5,281,3.15e-9,58.9,TIGR02000,NifU_proper: Fe-S cluster assembly protein NifU,BCW-200166,unassigned
CM_cdhit-1_transcript_28828,BCW-200533_04481,39.9,223,122,7,247,894,42,259,8.35e-38,140,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200533,Rhodococcus
CM_cdhit-1_transcript_28828,BCW-200312_01064,35.9,234,141,6,208,891,63,293,5.35e-36,137,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200312,Enterococcus
CM_cdhit-1_transcript_28828,BCW-200130_02723,35.9,234,140,7,208,891,20,249,7.77e-35,134,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200130,Enterococcus
CM_cdhit-1_transcript_28828,BCW-200010_02278,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200010,unassigned
CM_cdhit-1_transcript_28828,BCW-200019_04940,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200019,unassigned
CM_cdhit-1_transcript_28828,BCW-200042_07724,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200042,unassigned
CM_cdhit-1_transcript_28828,BCW-200048_04879,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200048,unassigned
CM_cdhit-1_transcript_28828,BCW-200051_00921,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200051,Lactococcus
